Date,SPY,AGG,PE,NPI
2000-03-31,2.64325886222407,,7.0,3.2
2000-06-30,-3.15993601940555,,-9.985943626697606,2.188083996510128
2000-09-30,-0.89158613107834,,-22.221571777570663,2.0880839965101305
2000-12-31,-8.37957532598391,,-10.050315475824553,1.4821259947651957
2001-03-31,-10.81149540314692,,1.35312675048503,-3.727454022684152
2001-06-30,5.36355166191802,,-4.926563375242516,-1.8476640139594795
2001-09-30,-14.492775945919812,,-2.0293746499029925,-0.22383200697973768
2001-12-31,9.817233268994642,,0.11187605029101744,1.094041998255064
2002-03-31,0.47950726237355,,-0.2587492998059871,2.5619160034898685
2002-06-30,-13.28468154819468,,-0.3440619748544904,1.3464251989530411
2002-09-30,-16.979960699684778,,0.9265633752425158,1.4176167993020263
2002-12-31,8.40395610467568,,-0.029374649902994043,1.397616799302025
2003-03-31,-3.5683589478260695,,10.362191526115572,3.3002572059327773
2003-06-30,15.62740775765443,,11.206253500970062,3.0654908045368288
2003-09-30,2.7693273659527,,15.632816876212578,3.0942992041878434
2003-12-31,11.86178272080664,0.36984906347441,9.882501400388023,3.517874005234803
2004-03-31,1.99175617037468,2.28160819217642,-4.362191526115571,9.73937002617402
2004-06-30,1.63403663566907,-2.4686061619604,7.897188725339522,6.441706012214545
2004-09-30,-2.01234443043392,3.08861728435128,6.655938025145507,6.285748010469608
2004-12-31,8.98430000618253,0.91939058163557,4.044061974854493,5.067874005234806
2005-03-31,-2.0242640356726698,-0.8602332261733501,3.2587492998059844,8.759580017449347
2005-06-30,1.44205363461302,3.46334466130602,8.197188725339522,7.7417060122145385
2005-09-30,3.67831080031297,-0.80389321639026,7.926563375242518,6.573832006979744
2005-12-31,1.73112661359635,0.5070978441270799,9.882501400388023,6.773832006979739
2006-03-31,4.68743227170374,-0.7673669316256501,0.4909352243694601,-5.675118036643629
2006-06-30,-1.53079603791566,-0.50762556787679,7.926563375242518,4.405958001744936
2006-09-30,5.41125081378099,4.043902470864761,8.426563375242514,4.455958001744934
2006-12-31,6.60957400267698,1.14394555926355,4.073436624757485,4.505958001744933
2007-03-31,0.66601185182089,1.35592155029253,3.5734366247574836,0.5082939877854594
2007-06-30,6.3931663306891595,-0.70849205887264,4.044061974854493,4.711916003489865
2007-09-30,1.91044932442974,3.01401839078319,3.2587492998059844,4.305958001744938
2007-12-31,-3.666249566380881,2.8202734158298397,-3.9356281508730544,4.355958001744932
2008-03-31,-9.29257237825303,2.28156271014636,-21.265633752425156,-5.207244031408826
2008-06-30,-2.5383611141499203,-1.1248761519277202,-18.98594362669761,-25.333648097716342
2008-09-30,-8.84404138966339,-0.64096068536213,-24.912507001940124,-27.121732094226473
2008-12-31,-21.56863776304026,7.38153629860551,-24.059380251455092,-37.91706012214543
2009-03-31,-11.24873146212097,-1.95133473491354,16.618760502910185,-0.9404199825506507
2009-06-30,16.284494794533817,1.6545308452027,17.765633752425153,-0.4404199825506547
2009-09-30,15.38110394073792,3.72270154235387,37.32501400388025,10.178740052348044
2009-12-31,6.10852236015768,-0.39858367399694,23.48594362669761,11.678740052348042
2010-03-31,5.4215465770805595,1.6092342776165398,-14.265633752425153,26.333648097716345
2010-06-30,-11.358029898967173,3.87151650852437,8.882501400388024,22.050236073287255
2010-09-30,11.16158611961743,2.16005440413107,4.344061974854492,9.98341202442909
2010-12-31,10.76083169902328,-1.35484426690293,-0.8090647756305374,7.647664013959478
2011-03-31,5.89740947047741,-0.01831751341396,0.8028112746604776,-4.095328027918954
2011-06-30,0.02587084881766,2.3689518832026,1.0734366247574854,5.223832006979734
2011-09-30,-13.8172335772172,4.0282672667937005,-2.823752100582037,4.917874005234805
2011-12-31,11.618117372721,1.14922754158581,0.3440619748544904,4.561916003489868
2012-03-31,12.690915641147347,0.13500049684085,11.206253500970062,-8.49299204187843
2012-06-30,-2.84409637918385,1.97375610485666,4.955938025145509,3.1583412024429065
2012-09-30,6.34717609512791,1.6323688089030002,5.741250700194014,3.1271496020939216
2012-12-31,-0.38199788466384,-0.02241030956479,3.229374649902993,2.984766401395947
2013-03-31,10.50268206555382,0.06453343987715,6.426563375242515,1.6080839965101312
2013-06-30,2.93533497071558,-2.6009482940005,7.897188725339522,3.329532802791896
2013-09-30,5.24183577830712,0.55482118398291,8.111876050291015,3.4095328027918965
2013-12-31,10.52477684438248,0.01996443772078,5.800000000000001,3.388341202442908
2014-03-31,1.70305298874169,1.77218449971943,-3.906253500970061,1.7380839965101305
2014-06-30,5.1589876443842,1.95180513556982,5.741250700194014,3.6619160034898695
2014-09-30,1.13474601288232,0.27550498415225,5.655938025145509,3.4583412024429077
2014-12-31,4.900245726492701,1.87826109667041,-0.35312675048503167,3.629532802791897
2015-03-31,0.88133137288686,1.51806079538017,-1.35312675048503,3.405958001744939
2015-06-30,0.2040591999162599,-1.82728815798476,1.044061974854492,4.265490804536829
2015-09-30,-6.42395318927463,1.33910899188178,1.2293746499029932,3.7883412024429064
2015-12-31,7.020486800806661,-0.51184675616068,-0.4265633752425154,3.6559580017449367
2016-03-31,1.32923367478166,3.03205590940198,6.35312675048503,-9.954908045368306
2016-06-30,2.45689907169248,2.20892105905929,3.9559380251455085,2.4059580017449353
2016-09-30,3.77728921682518,0.37966919809155,3.7706253500970064,2.2535748010469603
2016-12-31,3.95166928219294,-3.11611561125304,2.0293746499029925,2.182383200697975
2017-03-31,5.921162021583211,0.80427974713581,7.65312675048503,-1.5417060122145438
2017-06-30,3.0708324105377103,1.58182440133722,5.741250700194014,2.1559580017449353
2017-09-30,4.41555529677182,0.69957471517168,7.111876050291017,1.902383200697975
2017-12-31,6.764289814350111,0.42432876268472,4.800000000000001,2.023574801046961
2018-03-31,-0.99527972164259,-1.46552906704879,-0.053126750485030426,0.43450919546317057
2018-06-30,3.5523989408105097,-0.1830299932760599,2.3440619748544913,1.9235748010469593
2018-09-30,7.65114417730967,-0.08452029539208,3.500000000000001,1.8523832006979741
2018-12-31,-13.53209221703344,2.1061637347541797,1.0734366247574854,1.771191600348986
2019-03-31,13.526037326581818,2.93552511969346,5.426563375242515,0.6680839965101317
2019-06-30,4.22861497236162,2.82402238248666,4.955938025145509,1.782383200697974
2019-09-30,1.7544004989987898,2.33936966234589,7.197188725339522,1.8023832006979732
2019-12-31,8.9876064598114,0.12662793099189,6.926563375242514,1.822383200697972
2020-03-31,-19.44769277138747,3.09986273925439,-26.5453238781527,-6.354136427569968
2020-06-30,20.16173894742428,3.07807919067526,-20.912507001940124,-17.870446064562586
2020-09-30,9.038341980019707,0.4008423539751,52.73752100582036,13.672782050603107
2020-12-31,12.11851081430595,0.7279816291542299,27.368445027085638,5.509580017449347
2021-03-31,6.35179777133994,-3.3718858801461105,-0.3621915261155729,12.5870340401335
2021-06-30,8.35930771227795,1.7729905636095298,27.912507001940124,19.302572059327776
2021-09-30,0.5734989002193299,-0.01162642720737,18.809064775630542,17.966824048858175
2021-12-31,11.06598215223224,-0.09753645658658,-2.215318276600604,14.30724403140882
2022-03-31,-4.61448291786175,-5.84577688893405,-33.17814075436527,-23.245564101206213
2022-06-30,-16.11025244167385,-4.57953824035227,-31.015949228249706,-8.942992041878437
2022-09-30,-4.931159559381,-4.70233362350828,6.447504201164077,-15.20257205932778
2022-12-31,7.56091684408812,1.5891939665383998,2.0531267504850303,-20.950236073287257
2023-03-31,7.4582373768173005,3.2322600287103502,9.362191526115572,5.283412024429085
2023-06-30,8.68036988415499,-0.94149014833755,5.353126750485031,1.4297900087246749
2023-09-30,-3.2241728321145,-3.2194156765653204,4.8971887253395225,2.185748010469607
2023-12-31,11.63962613022837,6.7568518621689195,0.2587492998059871,1.4738320069797397
